Data de Emissão;Data de Lançamento;Fornecedor;Descrição Material;Qtde.;Unidade;Preço Unitário (R$);Acréscimo (R$);Desconto (R$);Total (R$);Grupo do Material
20/03/2024;23/03/2024;Hortifruti Genesis Ltda;Pimentao amarelo;1,00;KG    ;13,00;0,00;0,00;13,00;Hortifruti
20/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Rucula;22,00;MC    ;2,55;0,00;0,00;56,10;Hortifruti
20/03/2024;23/03/2024;Hortifruti Genesis Ltda;Manjericao;2,00;MC    ;2,70;0,00;0,00;5,40;Hortifruti
20/03/2024;23/03/2024;Hortifruti Genesis Ltda;Salsa lisa;1,00;MC    ;4,50;0,00;0,00;4,50;Hortifruti
20/03/2024;23/03/2024;Hortifruti Genesis Ltda;Brocolis americano;18,00;UN    ;7,50;0,00;0,00;135,00;Hortifruti
20/03/2024;23/03/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Suco dTox Green Peop;1,00;UN    ;78,90;0,15;0,00;78,90;Sucos Embalados
20/03/2024;23/03/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Suco Uva Basi Green ;1,00;UN    ;29,79;0,05;0,00;29,79;Sucos Embalados
20/03/2024;23/03/2024;Hortifruti Genesis Ltda;Coentro;2,00;MC    ;2,50;0,00;0,00;5,00;Hortifruti
20/03/2024;23/03/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Suco misto green Peo;2,00;UN    ;26,98;0,10;0,00;53,96;Sucos Embalados
20/03/2024;23/03/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Suco misto green Peo;2,00;UN    ;29,10;0,11;0,00;58,19;Sucos Embalados
20/03/2024;23/03/2024;Hortifruti Genesis Ltda;Couve manteiga;20,00;MC    ;2,50;0,00;0,00;50,00;Hortifruti
20/03/2024;23/03/2024;Hortifruti Genesis Ltda;Alface crespa;10,00;UN    ;1,99;0,00;0,00;19,90;Hortifruti
20/03/2024;23/03/2024;Hortifruti Genesis Ltda;Alface americana;25,00;UN    ;3,50;0,00;0,00;87,50;Hortifruti
20/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Aneto / dill;3,00;UN    ;2,25;0,00;0,00;6,75;Hortifruti
20/03/2024;23/03/2024;Hortifruti Genesis Ltda;Alho poro;10,00;KG    ;2,99;0,00;0,00;29,90;Hortifruti
20/03/2024;29/03/2024;NACON ARARAQUARA COMERCIO E REPRESENTACA;Queijo parmesão Peca;52,51;KG    ;62,00;0,00;0,00;3.255,31;Refrigerados
20/03/2024;23/03/2024;DF&M ALIMENTOS LTDA;Farinha Extra Clara;5,00;SC    ;95,99;0,00;0,00;479,95;Secos
20/03/2024;23/03/2024;Supermercados unidos (pai da luiza);Abobrinha italiana;10,00;KG    ;4,06;0,00;0,00;40,63;Hortifruti
20/03/2024;25/03/2024;MASSAS CARNEIRO LTDA;Massa de pastel carn;20,00;UN    ;7,50;0,00;0,00;150,00;Secos
20/03/2024;29/03/2024;TUDO LEGAL INDUSTRIA E COMERCIO LTDA;Agua de Coco legal;144,00;UN    ;4,67;0,00;0,00;672,48;Sucos Embalados
20/03/2024;28/03/2024;SITIO SOLIDAO PRODUTOS AGROPECUARIOS LTD;Minas Solidao c sal;10,00;KG    ;33,00;0,00;0,00;330,00;Embalados
20/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Mamao Formosa;2,00;UN    ;10,00;0,00;0,00;20,00;Hortifruti
20/03/2024;29/03/2024;Frescatto;File de panga;20,00;KG    ;20,90;0,00;0,00;418,00;Proteinas
20/03/2024;29/03/2024;SELLPACK DISTRIBUIDORA LTDA;Luva desc plastica;10,00;PC    ;1,51;0,00;0,00;15,10;Higiena e Limpeza
20/03/2024;29/03/2024;SELLPACK DISTRIBUIDORA LTDA;Alcool 70%;12,00;CX    ;8,00;0,00;0,00;96,00;Descartaveis
20/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Uva verde thompson;2,00;CX    ;20,00;0,00;0,00;40,00;Hortifruti
20/03/2024;23/03/2024;Hortifruti Genesis Ltda;Melancia ;1,00;KG    ;30,00;0,00;0,00;30,00;Hortifruti
20/03/2024;29/03/2024;SELLPACK DISTRIBUIDORA LTDA;Filme PVC;2,00;UN    ;114,00;0,00;0,00;228,00;Higiena e Limpeza
20/03/2024;26/03/2024;LARGO DO CONFEITEIRO LTDA;Splitz choc mei amar;1,00;PC    ;504,90;0,00;0,00;504,90;Secos
20/03/2024;29/03/2024;SELLPACK DISTRIBUIDORA LTDA;Bobina pic 40x60;2,00;UN    ;69,62;0,00;0,00;139,24;Descartaveis
20/03/2024;23/03/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Suco green p laran m;1,00;UN    ;102,15;0,20;0,00;102,15;Sucos Embalados
20/03/2024;23/03/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Suco green p laran m;1,00;UN    ;28,79;0,05;0,00;28,79;Sucos Embalados
20/03/2024;23/03/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Suco green P laranja;2,00;UN    ;25,54;0,10;0,00;51,07;Sucos Embalados
20/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Laranja ;5,00;SC    ;57,00;0,00;0,00;285,00;Hortifruti
20/03/2024;25/03/2024;VALE DAS PALMEIRAS LATICINIOS EIRELI - E;Q minas fre vale pal;6,60;KG    ;54,14;0,00;0,00;357,32;Granel
20/03/2024;25/03/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Amanteig dolce vitta;2,00;UN    ;6,28;0,00;0,00;12,56;Biscoitos
20/03/2024;25/03/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Amanteig dolce vitta;4,00;UN    ;6,28;0,00;0,00;25,12;Biscoitos
20/03/2024;25/03/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Amanteig dolce vitta;6,00;UN    ;6,28;0,00;0,00;37,68;Biscoitos
20/03/2024;25/03/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Amanteig dolce vitta;4,00;UN    ;6,28;0,00;0,00;25,12;Biscoitos
20/03/2024;25/03/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Mentirinha Dolce vit;10,00;UN    ;6,25;0,00;0,00;62,50;Biscoitos
20/03/2024;25/03/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Chips dolce vitta;3,00;UN    ;5,85;0,00;0,00;17,55;Biscoitos
20/03/2024;25/03/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Chips dolce vitta;6,00;UN    ;5,85;0,00;0,00;35,10;Biscoitos
20/03/2024;23/03/2024;ALLFOOD IMPORTACAO, INDUSTRIA E COMERCIO;Queijo Brie Payson B;3,10;KG    ;101,20;0,00;0,00;313,72;Granel
20/03/2024;23/03/2024;DF&M ALIMENTOS LTDA;Farinha Pre Mistura ;15,00;SC    ;100,99;0,00;0,00;1.514,85;Secos
20/03/2024;29/03/2024;SELLPACK DISTRIBUIDORA LTDA;Fecho Arame;1,00;PC    ;24,74;0,00;0,00;24,74;Embalagens
20/03/2024;23/03/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Suco green Sant Suco;1,00;UN    ;78,54;0,15;0,00;78,54;Sucos Embalados
20/03/2024;25/03/2024;DEA ARMOND GROSSO;Mussarela de bufala ;2,75;KG    ;49,49;0,00;0,00;136,10;Granel
20/03/2024;29/03/2024;SELLPACK DISTRIBUIDORA LTDA;Mexedor Drink;1,00;PC    ;10,59;0,00;0,00;10,59;Embalagens
20/03/2024;25/03/2024;COMERCIAL BEIRAO DA SERRA LTDA.;Bacalhau Saithe Salg;1,00;KG    ;656,11;0,00;0,00;656,11;Proteinas
20/03/2024;23/03/2024;ALLFOOD IMPORTACAO, INDUSTRIA E COMERCIO;Queijo Emmental P Br;5,80;KG    ;105,90;0,00;0,00;614,22;Granel
20/03/2024;25/03/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Amanteig dolce vitta;4,00;UN    ;6,28;0,00;0,00;25,12;Biscoitos
20/03/2024;25/03/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Rosquinha Dolce Vitt;4,00;UN    ;5,85;0,00;0,00;23,40;Biscoitos
20/03/2024;25/03/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Rosquinha Dolce Vitt;4,00;UN    ;5,85;0,00;0,00;23,40;Biscoitos
20/03/2024;25/03/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Rosquinha Dolce Vitt;6,00;UN    ;5,85;0,00;0,00;35,10;Biscoitos
20/03/2024;29/03/2024;SEQUOIA ALIMENTOS LTDA;Tortilla garytos original 120g;1,00;CX    ;120,00;0,00;0,00;120,00;Diversos
20/03/2024;28/03/2024;SITIO SOLIDAO PRODUTOS AGROPECUARIOS LTD;Queijo meia cura;4,05;KG    ;53,00;0,00;0,00;214,65;Embutidos
20/03/2024;23/03/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Suco pink lemonade green;1,00;UN    ;29,08;0,05;0,00;29,08;Sucos naturais
20/03/2024;23/03/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Basic verde 1 litro;1,00;UN    ;90,06;0,17;0,00;90,06;Sucos naturais
20/03/2024;23/03/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Basic verde 1 litro;1,00;UN    ;91,00;0,17;0,00;91,00;Sucos naturais
20/03/2024;25/03/2024;DEA ARMOND GROSSO;Burrata Borghese pote;4,00;UN    ;16,15;0,00;0,00;64,60;Embalados
20/03/2024;29/03/2024;LATICINIOS COALHADAS LTDA.;Queijo Minas meia cura coalhad;1,65;KG    ;54,00;0,00;0,00;89,10;Embalados
20/03/2024;28/03/2024;SITIO SOLIDAO PRODUTOS AGROPECUARIOS LTD;Queijo curado s solidao;1,18;KG    ;53,00;0,00;0,00;62,54;Embalados
20/03/2024;29/03/2024;SELLPACK DISTRIBUIDORA LTDA;Saco de gelo 50*70;5,00;UN    ;25,50;0,00;0,00;127,50;uso e consumo
20/03/2024;29/03/2024;LATICINIOS COALHADAS LTDA.;Queijo Minas Padrao Coalhadas;5,90;KG    ;50,00;0,00;0,00;295,00;Granel
20/03/2024;29/03/2024;LATICINIOS COALHADAS LTDA.;Queijo Minas Frescal Coalhadas;11,30;KG    ;34,00;0,00;0,00;384,20;Granel
20/03/2024;29/03/2024;LATICINIOS COALHADAS LTDA.;Coalhada Seca 200g;4,00;UN    ;2,10;0,00;0,00;8,40;Laticinos
20/03/2024;23/03/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Suco Verde 250ml Gre;2,00;CX    ;38,33;0,15;0,00;76,65;Sucos Embalados
20/03/2024;29/03/2024;TUDO LEGAL INDUSTRIA E COMERCIO LTDA;Água de coco coco legal;60,00;FD    ;14,16;0,00;0,00;849,60;Aguas e Chas
20/03/2024;29/03/2024;TUDO LEGAL INDUSTRIA E COMERCIO LTDA; laranja coco legal;12,00;FD    ;4,67;0,00;0,00;56,04;Sucos Embalados
20/03/2024;28/03/2024;LUPE SOLUCOES EMPREENDEDORAS LTDA;Alfajor tradicional odara 65g;1,00;CX    ;58,70;0,00;0,00;58,70;Diversos
20/03/2024;28/03/2024;LUPE SOLUCOES EMPREENDEDORAS LTDA;Alfajor daek odara 65g;1,00;CX    ;74,27;0,00;0,00;74,27;Diversos
20/03/2024;28/03/2024;LUPE SOLUCOES EMPREENDEDORAS LTDA;Alfajor branco odara 65g;1,00;CX    ;58,70;0,00;0,00;58,70;Diversos
20/03/2024;28/03/2024;LUPE SOLUCOES EMPREENDEDORAS LTDA;Nobrand verde misto 230ml;1,00;CX    ;55,57;0,00;0,00;55,57;Diversos
20/03/2024;28/03/2024;LUPE SOLUCOES EMPREENDEDORAS LTDA;Nobrand amarelo misto 230ml;1,00;CX    ;55,57;0,00;0,00;55,57;Diversos
21/03/2024;25/03/2024;C & F PRODUTOS PARA SAUDE LTDA;Barra de proteina goldko 50g;1,00;CX    ;132,06;0,00;0,00;132,06;Diversos
21/03/2024;29/03/2024;A FERMENTEIRA INDUSTRIA E COMERCIO DE AL;Kombucha trop capim lima 300ml;6,00;CX    ;12,50;0,00;0,00;75,00;Diversos
21/03/2024;25/03/2024;C & F PRODUTOS PARA SAUDE LTDA;Bom bom goldko 13,5g;2,00;CX    ;63,21;0,00;0,00;126,42;Diversos
21/03/2024;25/03/2024;C & F PRODUTOS PARA SAUDE LTDA;Barra de proteina goldko 50g;2,00;CX    ;132,06;0,00;0,00;264,12;Diversos
21/03/2024;29/03/2024;A FERMENTEIRA INDUSTRIA E COMERCIO DE AL;kombucha lavanda;8,00;UN    ;12,50;0,00;0,00;100,00;Cafés e chás
21/03/2024;29/03/2024;A FERMENTEIRA INDUSTRIA E COMERCIO DE AL;kombucha maracuja;4,00;UN    ;12,50;0,00;0,00;50,00;Cafés e chás
21/03/2024;29/03/2024;A FERMENTEIRA INDUSTRIA E COMERCIO DE AL;kombucha maracuja;6,00;UN    ;12,50;0,00;0,00;75,00;Cafés e chás
21/03/2024;25/03/2024;C & F PRODUTOS PARA SAUDE LTDA;Goldko marshmallow 11,5g;3,00;CX    ;63,21;0,00;0,00;189,63;Balas e doces
21/03/2024;25/03/2024;C & F PRODUTOS PARA SAUDE LTDA;Goldko pasta de amendoim 13,5g;1,00;CX    ;63,21;0,00;0,00;63,21;Balas e doces
21/03/2024;25/03/2024;C & F PRODUTOS PARA SAUDE LTDA;Goldko creme de avela 13,5;1,00;CX    ;63,21;0,00;0,00;63,21;Balas e doces
21/03/2024;25/03/2024;REVOLUTION ALIMENTOS LTDA;Chips Batata Baroa 60g;10,00;CX    ;6,50;0,00;0,00;65,00;Diversos
21/03/2024;25/03/2024;REVOLUTION ALIMENTOS LTDA;Chips Batata Doce 60g;10,00;CX    ;6,50;0,00;0,00;65,00;Diversos
21/03/2024;11/04/2024;MARIANA APARECIDA MARTINS MERLI 33888690;Pacoca coco chocolate car;1,00;CX    ;116,00;0,00;0,00;116,00;Diversos
21/03/2024;11/04/2024;MARIANA APARECIDA MARTINS MERLI 33888690;Pacoca cobertura de chocolate ;1,00;CX    ;106,00;0,00;0,00;106,00;Diversos
21/03/2024;23/03/2024;SANTOVALE COMERCIO LTDA;Queijo Canastra Roca da Cidade;3,25;KG    ;85,00;0,00;0,00;276,25;Embalados
21/03/2024;25/03/2024;DR2 FABRICACAO COM VAR LATICINIOS E FRIO;Queijo de Cabra Frescal Geneve;1,07;KG    ;75,00;0,00;0,00;80,25;Embalados
21/03/2024;23/03/2024;CDN INDUSTRIA DE ALIMENTOS LTDA;Pastel de forno;1,00;UN    ;50,00;0,00;0,00;50,00;Salgados
21/03/2024;29/03/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;farinha panco;4,00;UN    ;14,98;0,00;0,00;59,92;Secos
21/03/2024;26/03/2024;ILAN YEHUDA ARTIGOS ALIMENTICIOS;Pasta Babaganus 250g;5,00;UN    ;16,00;0,00;0,00;80,00;Diversos
21/03/2024;26/03/2024;ILAN YEHUDA ARTIGOS ALIMENTICIOS;Pasta Turca 250g;3,00;UN    ;16,00;0,00;0,00;48,00;Diversos
21/03/2024;29/03/2024;INDUSTRIA DE ALIMENTOS CARNEIRO EIRELI -;Goiabada barra light 250g;40,00;CX    ;8,60;0,00;0,00;344,00;Geleias e conservas
21/03/2024;26/03/2024;ILAN YEHUDA ARTIGOS ALIMENTICIOS;Pasta Hummus Cebola 250g;4,00;UN    ;16,00;0,00;0,00;64,00;Diversos
21/03/2024;29/03/2024;CERVEJARIAS KAISER BRASIL S.A.;cerv heineken long neck;72,00;FD    ;7,34;4,05;177,93;528,79;Cervejas
21/03/2024;25/03/2024;DISTRI RIO;Trident max;1,00;CX    ;35,13;0,00;0,00;35,13;Balas e doces
21/03/2024;29/03/2024;INDUSTRIA DE ALIMENTOS CARNEIRO EIRELI -;Goiabada cascao zelia;2,00;CX    ;75,60;0,00;0,00;151,20;Balas e doces
21/03/2024;29/03/2024;INDUSTRIA DE ALIMENTOS CARNEIRO EIRELI -;Goiabada cascao zelia;24,00;CX    ;11,90;0,00;0,00;285,60;Balas e doces
21/03/2024;25/03/2024;REVOLUTION ALIMENTOS LTDA;Chips Batata Doce 60g;10,00;CX    ;6,50;0,00;0,00;65,00;Diversos
21/03/2024;25/03/2024;DISTRI RIO;Chocolate laka Ao Leite;1,00;UN    ;28,07;0,00;0,00;28,07;Balas e doces
21/03/2024;25/03/2024;DISTRI RIO;Chocolate laka Ao Leite;1,00;UN    ;28,04;0,00;0,00;28,04;Balas e doces
21/03/2024;25/03/2024;DISTRI RIO;Chocolate laka Diamante Negro;1,00;UN    ;28,07;0,00;0,00;28,07;Balas e doces
21/03/2024;23/03/2024;SANTOVALE COMERCIO LTDA;Queijo Canastra Onésio;6,75;KG    ;85,00;0,00;0,00;573,75;Granel
21/03/2024;25/03/2024;DISTRI RIO;Trident Xfresh Tang;1,00;CX    ;35,13;0,00;0,00;35,13;Balas e doces
21/03/2024;26/03/2024;ILAN YEHUDA ARTIGOS ALIMENTICIOS;Pasta Hummus 250g;10,00;UN    ;16,00;0,00;0,00;160,00;Diversos
21/03/2024;26/03/2024;ILAN YEHUDA ARTIGOS ALIMENTICIOS;Pasta Labane 250g;2,00;UN    ;16,00;0,00;0,00;32,00;Diversos
21/03/2024;25/03/2024;DISTRI RIO;Trid Blueberry 30,6g;1,00;CX    ;50,06;0,00;0,00;50,06;Balas e doces
21/03/2024;25/03/2024;DISTRI RIO;Trident Intense Xfre;1,00;CX    ;33,99;0,00;0,00;33,99;Balas e doces
21/03/2024;29/03/2024;NOVA GERACAO COMESTIVEIS LTDA;Quinua em Grao Mista;1,00;KG    ;46,50;0,00;7,00;46,69;Secos
21/03/2024;29/03/2024;NOVA GERACAO COMESTIVEIS LTDA;Quinua em Grao Mista;1,01;KG    ;46,51;0,00;7,01;46,78;Secos
21/03/2024;29/03/2024;NOVA GERACAO COMESTIVEIS LTDA;Quinua em Grao Mista;1,01;KG    ;46,50;0,00;7,01;46,77;Secos
21/03/2024;25/03/2024;DR2 FABRICACAO COM VAR LATICINIOS E FRIO;queijo de cabra faze;24,00;UN    ;26,60;0,00;0,00;638,40;Embalados
21/03/2024;29/03/2024;Agropart Agricola e Pecuaria Ltda ME;Muçarela bufala gra;1,00;KG    ;46,90;1,08;0,00;46,90;Granel
21/03/2024;29/03/2024;Agropart Agricola e Pecuaria Ltda ME;Muçarela bufala gra;2,00;BD    ;46,90;2,16;0,00;93,80;Granel
21/03/2024;26/03/2024;MARFRIG GLOBAL FOODS S.A.;Alcatra Coracao Miol;26,86;KG    ;27,50;0,00;0,00;738,68;Proteinas
21/03/2024;25/03/2024;DISTRI RIO;halls mentol;1,00;CX    ;21,99;0,00;0,00;21,99;Balas e doces
21/03/2024;25/03/2024;MATRIZ **** CORDEIRO DE ALMEIDA;tamp recip alim 360m;4,00;CX    ;20,93;0,00;0,00;83,72;Embalagens
21/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Pera;3,00;KG    ;12,00;0,00;0,00;36,00;Hortifruti
21/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Melancia ;1,00;KG    ;29,00;0,00;0,00;29,00;Hortifruti
21/03/2024;29/03/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Geleia Frutas vermel;1,00;UN    ;48,50;0,00;0,00;48,50;Secos
21/03/2024;25/03/2024;MATRIZ **** CORDEIRO DE ALMEIDA;Rechaud b maria tam ;1,00;UN    ;1.068,39;0,00;0,00;1.068,39;utensilios
21/03/2024;25/03/2024;MATRIZ **** CORDEIRO DE ALMEIDA;Rechaud b maria tam ;1,00;UN    ;1.034,11;0,00;0,00;1.034,11;utensilios
21/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Mamao Formosa;1,00;UN    ;10,00;0,00;0,00;10,00;Hortifruti
21/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Mamao papaya ;1,00;KG    ;80,00;0,00;0,00;80,00;Hortifruti
21/03/2024;29/03/2024;BRF S.A.;Peito de Peru Sadia;17,40;KG    ;40,89;0,00;0,00;711,49;Granel
21/03/2024;26/03/2024;LUPE SOLUCOES EMPREENDEDORAS LTDA;Suco do bem uva 200 ;2,00;CX    ;46,26;0,00;0,00;92,52;Sucos Embalados
21/03/2024;29/03/2024;BRF S.A.;Mortad ouro perdigao;16,00;KG    ;20,13;0,00;0,00;322,08;Granel
21/03/2024;29/03/2024;BRF S.A.;Presunto royale kg;18,26;KG    ;53,09;0,00;0,00;969,42;Granel
21/03/2024;29/03/2024;BRF S.A.;Presunto Sadia Fat;20,70;KG    ;24,62;0,00;0,00;509,63;Granel
21/03/2024;25/03/2024;DISTRI RIO;trident menta ;1,00;CX    ;50,06;0,00;0,00;50,06;Balas e doces
21/03/2024;25/03/2024;DISTRI RIO;trident menta ;1,00;CX    ;33,99;0,00;0,00;33,99;Balas e doces
21/03/2024;25/03/2024;DISTRI RIO;Halls fruit explosio;1,00;UN    ;33,99;0,00;0,00;33,99;Balas e doces
21/03/2024;25/03/2024;DISTRI RIO;halls cereja;1,00;CX    ;21,99;0,00;0,00;21,99;Balas e doces
21/03/2024;25/03/2024;DISTRI RIO;trident hortela;1,00;CX    ;33,99;0,00;0,00;33,99;Balas e doces
21/03/2024;28/03/2024;Supermercados unidos (pai da luiza);cappuc clasc 3 cor;4,00;UN    ;11,32;0,00;0,00;45,28;Cafés e chás
21/03/2024;26/03/2024;Hortifruti Genesis Ltda;Alho poro;10,00;KG    ;2,99;0,00;0,00;29,90;Hortifruti
21/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Aneto / dill;3,00;UN    ;2,25;0,00;0,00;6,75;Hortifruti
21/03/2024;26/03/2024;Hortifruti Genesis Ltda;Alface americana;15,00;UN    ;3,50;0,00;0,00;52,50;Hortifruti
21/03/2024;26/03/2024;Hortifruti Genesis Ltda;Coentro;4,00;MC    ;2,50;0,00;0,00;10,00;Hortifruti
21/03/2024;26/03/2024;Hortifruti Genesis Ltda;Salsa lisa;4,00;MC    ;4,50;0,00;0,00;18,00;Hortifruti
21/03/2024;26/03/2024;Hortifruti Genesis Ltda;Manjericao;3,00;MC    ;2,70;0,00;0,00;8,10;Hortifruti
21/03/2024;26/03/2024;Hortifruti Genesis Ltda;Rucula;3,00;MC    ;2,50;0,00;0,00;7,50;Hortifruti
21/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Tomate cereja;4,00;BJ    ;4,50;0,00;0,00;18,00;Hortifruti
21/03/2024;28/03/2024;Supermercados unidos (pai da luiza);Tomate salada;5,00;KG    ;7,00;0,00;0,00;35,00;Hortifruti
21/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Tomate salada;6,00;KG    ;8,50;0,00;0,00;51,00;Hortifruti
21/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Tomate salada;1,00;KG    ;8,50;0,00;0,00;8,50;Hortifruti
21/03/2024;28/03/2024;Supermercados unidos (pai da luiza);Limao taiti;6,00;SC    ;2,53;0,00;0,00;15,16;Hortifruti
21/03/2024;29/03/2024;BRF S.A.;Ervilha congelada;3,60;CX    ;10,67;0,00;0,00;38,41;Refrigerados
21/03/2024;28/03/2024;Supermercados unidos (pai da luiza);Cebola roxa;2,00;KG    ;8,68;0,00;0,00;17,37;Hortifruti
21/03/2024;28/03/2024;Supermercados unidos (pai da luiza);Berinjela;3,00;KG    ;3,50;0,00;0,00;10,50;Hortifruti
21/03/2024;26/03/2024;Hortifruti Genesis Ltda;Ovo Branco Extra;2,00;CX    ;225,00;0,00;0,00;450,00;Hortifruti
21/03/2024;29/03/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Doce de leite Itambe;2,00;PC    ;67,90;0,00;0,00;135,80;Secos
21/03/2024;29/03/2024;BRF S.A.;Linguica calabresa;15,00;CX    ;16,97;0,00;0,00;254,55;Proteinas
21/03/2024;25/03/2024;JBS S/A;Lagarto redondo;25,99;KG    ;22,00;0,00;0,00;571,87;Proteinas
21/03/2024;25/03/2024;LATICINIOS ALHAMBRA LTDA;Manteiga sem sal blc;3,00;CX    ;217,50;0,00;0,00;652,50;Refrigerados
21/03/2024;25/03/2024;DISTRI RIO;Bombom ouro branco;1,00;SC    ;40,19;0,00;0,00;40,19;Balas e doces
21/03/2024;29/03/2024;NOVA GERACAO COMESTIVEIS LTDA;Linhaca marron;0,50;KG    ;22,92;0,00;1,72;11,50;Secos
21/03/2024;29/03/2024;NOVA GERACAO COMESTIVEIS LTDA;Linhaca marron;0,50;KG    ;22,89;0,00;1,72;11,45;Secos
21/03/2024;29/03/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Tomate pelati;6,00;UN    ;30,90;0,00;0,00;185,40;Secos
21/03/2024;29/03/2024;COSTA MATA ENTREPOSTO DE PESCADOS LTDA;Camarao M S Ca 71/90;10,00;KG    ;44,90;0,00;0,00;449,00;Proteinas
21/03/2024;29/03/2024;COSTA MATA ENTREPOSTO DE PESCADOS LTDA;File de Tilapia ;20,00;CX    ;34,90;0,00;0,00;698,00;Proteinas
21/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Morango;2,00;CX    ;23,90;0,00;0,00;47,80;Hortifruti
21/03/2024;25/03/2024;LATICINIOS ALHAMBRA LTDA;Creme de leite;12,00;UN    ;36,30;0,00;0,00;435,60;Secos
21/03/2024;29/03/2024;BRF S.A.;Bacon manta;12,45;KG    ;20,61;0,00;0,00;256,60;Proteinas
22/03/2024;25/03/2024;J.ARAUJO DISTR.IMPOR.E EXPORTACAO S.A.;Catchup Producao;1,00;BB    ;22,25;0,00;0,00;22,25;Secos
22/03/2024;28/03/2024;CHATEAU DU LAIT;Creme de leite;24,00;UN    ;35,71;0,00;0,00;857,04;Secos
22/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Morango;2,00;CX    ;23,90;0,00;0,00;47,80;Hortifruti
22/03/2024;29/03/2024;UMEHARA ALIMENTOS LTDA;Morango;6,00;CX    ;40,00;0,00;0,00;240,00;Hortifruti
22/03/2024;25/03/2024;J.ARAUJO DISTR.IMPOR.E EXPORTACAO S.A.;Sal refinado;12,00;FD    ;2,24;0,00;0,00;26,91;Secos
22/03/2024;25/03/2024;J.ARAUJO DISTR.IMPOR.E EXPORTACAO S.A.;Mostarda Amarela Pro;2,00;UN    ;21,36;0,00;0,00;42,72;Secos
22/03/2024;29/03/2024;SELLPACK DISTRIBUIDORA LTDA;Emb pals rocam ga17;3,00;CX    ;98,59;0,00;0,00;295,77;Embalagens
22/03/2024;29/03/2024;SELLPACK DISTRIBUIDORA LTDA;Emb pals doce ga10;5,00;CX    ;29,63;0,00;0,00;148,15;Embalagens
22/03/2024;12/04/2024;Intermak Papelaria e Informatica Ltda. -;Etiqueta papel;1,00;UN    ;139,90;0,00;0,00;139,90;uso e consumo
22/03/2024;29/03/2024;TOP BIRRA DIST. DE BEB. E LOGISTICA LTDA;Cream cheese phi lig;10,00;CX    ;8,99;0,00;0,00;89,90;Laticinos
22/03/2024;25/03/2024;J.ARAUJO DISTR.IMPOR.E EXPORTACAO S.A.;Leite condensado;3,00;CX    ;59,90;0,00;0,00;179,70;Secos
22/03/2024;25/03/2024;LATICINIOS CATUPIRY LTDA;Cream cheese;6,00;CX    ;32,94;0,00;0,00;197,64;Refrigerados
22/03/2024;25/03/2024;NOVA GERACAO COMESTIVEIS LTDA;Choc barra ao leite;10,00;CX    ;52,99;0,00;79,41;529,90;Secos
22/03/2024;29/03/2024;Hortifruti Genesis Ltda;Ovo Branco Extra;2,00;CX    ;225,00;0,00;0,00;450,00;Hortifruti
