Data de Emissão;Data de Lançamento;Fornecedor;Descrição Material;Qtde.;Unidade;Preço Unitário (R$);Acréscimo (R$);Desconto (R$);Total (R$);Grupo do Material
29/01/2024;30/01/2024;GRANJA LOUREIRO INDUSTRIA E COMERCIO LTD;Ovo de codorna conse;30,00;UN    ;20,95;0,00;0,00;628,50;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Batata inglesa;20,00;KG    ;8,99;0,00;0,00;179,80;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Batata baroa;4,00;KG    ;11,00;0,00;0,00;44,00;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Berinjela;3,00;KG    ;4,50;0,00;0,00;13,50;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Cenoura;3,00;KG    ;7,50;0,00;0,00;22,50;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Cenoura;5,00;KG    ;7,50;0,00;0,00;37,50;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Beterraba;3,00;KG    ;3,50;0,00;0,00;10,50;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Cebola roxa;2,00;KG    ;7,90;0,00;0,00;15,80;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Pimentao amarelo;2,40;KG    ;12,00;0,00;0,00;28,80;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Pimentao verde;1,00;KG    ;5,90;0,00;0,00;5,90;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Tomate cereja;8,00;BJ    ;4,50;0,00;0,00;36,00;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Pimentao vermelho;2,40;KG    ;12,00;0,00;0,00;28,80;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Abacate;4,00;UN    ;6,99;0,00;0,00;27,96;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Tomate salada;1,00;KG    ;6,50;0,00;0,00;6,50;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Tomate salada;3,00;KG    ;6,50;0,00;0,00;19,50;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Tomate salada;6,00;KG    ;6,50;0,00;0,00;39,00;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Abacaxi;5,00;UN    ;9,00;0,00;0,00;45,00;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Framboesa;2,00;UN    ;80,00;0,00;0,00;160,00;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Limao taiti;2,00;SC    ;2,60;0,00;0,00;5,20;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Limao taiti;5,00;SC    ;2,60;0,00;0,00;13,00;Hortifruti
29/01/2024;30/01/2024;CENTRAL RJ COMERCIO DE EMBALAGENS LTDA E;Alcool 70%;12,00;CX    ;7,00;0,00;0,00;84,00;Descartaveis
29/01/2024;30/01/2024;CENTRAL RJ COMERCIO DE EMBALAGENS LTDA E;Cartao de pvc comand;20,00;UN    ;4,48;0,00;0,00;89,59;Equipamentos
29/01/2024;30/01/2024;Intermak Papelaria e Informatica Ltda. -;Cartao de pvc comand;100,00;UN    ;1,79;0,00;0,00;179,00;Equipamentos
29/01/2024;30/01/2024;CENTRAL RJ COMERCIO DE EMBALAGENS LTDA E;Luva desc plastica;5,00;PC    ;4,29;0,00;0,00;21,45;Higiena e Limpeza
29/01/2024;30/01/2024;SELLPACK DISTRIBUIDORA LTDA;Luva desc plastica;10,00;PC    ;1,51;0,00;0,00;15,10;Higiena e Limpeza
29/01/2024;30/01/2024;SELLPACK DISTRIBUIDORA LTDA;Perfex;1,00;UN    ;73,00;0,00;0,00;73,00;Higiena e Limpeza
29/01/2024;30/01/2024;CENTRAL RJ COMERCIO DE EMBALAGENS LTDA E;Pulverizador;4,00;UN    ;7,64;0,00;0,00;30,55;Higiena e Limpeza
29/01/2024;30/01/2024;SELLPACK DISTRIBUIDORA LTDA;Saco de lixo 200L;2,00;PC    ;85,82;0,00;0,00;171,64;Higiena e Limpeza
29/01/2024;30/01/2024;SELLPACK DISTRIBUIDORA LTDA;Saco de lixo 60L;1,00;FD    ;29,46;0,00;0,00;29,46;Higiena e Limpeza
29/01/2024;30/01/2024;SELLPACK DISTRIBUIDORA LTDA;Canudo;2,00;SC    ;4,29;0,00;0,00;8,58;Descartaveis
29/01/2024;30/01/2024;SELLPACK DISTRIBUIDORA LTDA;Saco de lixo 100L;1,00;PC    ;45,68;0,00;0,00;45,68;Higiena e Limpeza
29/01/2024;30/01/2024;SELLPACK DISTRIBUIDORA LTDA;Bobina pic 40x60;6,00;UN    ;69,62;0,00;0,00;417,72;Descartaveis
29/01/2024;30/01/2024;CENTRAL RJ COMERCIO DE EMBALAGENS LTDA E;Faca descartavel;0,10;CX    ;102,81;0,00;0,00;10,28;Descartaveis
29/01/2024;30/01/2024;SELLPACK DISTRIBUIDORA LTDA;Filme PVC;3,00;UN    ;114,00;0,00;0,00;342,00;Higiena e Limpeza
29/01/2024;30/01/2024;Intermak Papelaria e Informatica Ltda. -;Fita Durex;16,00;PC    ;3,99;0,00;0,00;63,84;uso e consumo
29/01/2024;30/01/2024;Agropart Agricola e Pecuaria Ltda ME;Muçarela bufala gra;3,00;KG    ;46,90;1,94;0,00;140,70;Granel
29/01/2024;30/01/2024;Agropart Agricola e Pecuaria Ltda ME;Muçarela bufala gra;2,00;BD    ;46,90;1,30;0,00;93,80;Granel
29/01/2024;30/01/2024;CENTRAL RJ COMERCIO DE EMBALAGENS LTDA E;Fecho Arame;1,00;PC    ;35,83;0,00;0,00;35,83;Embalagens
29/01/2024;30/01/2024;SELLPACK DISTRIBUIDORA LTDA;Fecho Arame;2,00;PC    ;24,74;0,00;0,00;49,48;Embalagens
29/01/2024;30/01/2024;DF&M ALIMENTOS LTDA;Farinha Pre Mistura ;12,00;SC    ;103,00;0,00;0,00;1.236,00;Secos
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Banana Dgua;14,00;DZ    ;4,50;0,00;0,00;63,00;Hortifruti
29/01/2024;29/01/2024;NOVA GERACAO COMESTIVEIS LTDA;Cha Mate Ouro 250g;2,06;PC    ;44,90;0,00;13,89;92,67;Cafés e chás
29/01/2024;29/01/2024;NOVA GERACAO COMESTIVEIS LTDA;Tapioca da Terrinha;20,00;UN    ;8,49;0,00;25,45;169,80;Diversos
29/01/2024;31/01/2024;LATICINIOS TIROLEZ LTDA;Queijo muçalera Tirolez;47,95;KG    ;30,43;0,00;0,00;1.459,09;Granel
29/01/2024;31/01/2024;FRANCE PANIFICACAO LTDA;Farinha de trigo Bagatelle t45;150,00;SC    ;12,20;0,00;0,00;1.830,00;Secos
29/01/2024;30/01/2024;Intermak Papelaria e Informatica Ltda. -;Fita 3M;1,00;UN    ;39,90;0,00;0,00;39,90;A la Carte
29/01/2024;31/01/2024;LATICINIOS TIROLEZ LTDA;Queijo Prato Tirolez;41,41;KG    ;31,34;0,00;0,00;1.297,91;Granel
29/01/2024;30/01/2024;CDN INDUSTRIA DE ALIMENTOS LTDA;Pastel de forno;2,00;UN    ;48,00;0,00;0,00;96,00;Salgados
30/01/2024;31/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;skittles original;1,00;CX    ;40,69;0,00;0,00;40,69;Balas e doces
30/01/2024;31/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Paçoquita orig. quadrada 18gr;1,00;CX    ;12,50;0,00;0,00;12,50;Balas e doces
30/01/2024;31/01/2024;QUEIJOS REGGALO COMERCIO DE ALIM. LTDA;Queijo Reblochon Serra das Ant;2,24;KG    ;101,07;0,00;0,00;226,40;Granel
30/01/2024;31/01/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Suco Verde 250ml Gre;2,00;CX    ;38,33;0,27;0,00;76,65;Sucos Embalados
30/01/2024;31/01/2024;LATICINIOS ALHAMBRA LTDA;Creme de leite Past Ecila;18,00;UN    ;36,30;0,00;0,00;653,40;Laticinos
30/01/2024;31/01/2024;TUDO LEGAL INDUSTRIA E COMERCIO LTDA;Água de coco coco legal;36,00;FD    ;13,09;0,00;0,00;471,24;Aguas e Chas
30/01/2024;31/01/2024;QUEIJOS REGGALO COMERCIO DE ALIM. LTDA;Queijo Camembert S das Antas;1,08;CX    ;100,63;0,00;0,00;108,68;Diversos
30/01/2024;31/01/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Basic verde 1 litro;1,00;UN    ;104,58;0,40;0,00;104,58;Sucos naturais
30/01/2024;31/01/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Basic verde 1 litro;1,00;UN    ;90,06;0,32;0,00;90,06;Sucos naturais
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);cerv heineken long neck;1,00;FD    ;116,82;0,00;0,00;116,82;Cervejas
30/01/2024;31/01/2024;EMPRESA BRASILEIRA DE DISTRIBUICAO LTDA;Nutella b-ready tixi;1,00;CX    ;79,20;0,00;0,00;79,20;Balas e doces
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Leite Italac 1L;12,00;CX    ;40,80;0,00;0,00;489,60;Laticinos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Coqueteleira;15,00;UN    ;13,50;0,00;0,00;202,50;mobiliario
30/01/2024;31/01/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Suco pink lemonade green;2,00;UN    ;29,08;0,20;0,00;58,16;Sucos naturais
30/01/2024;31/01/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Basic laranja cen bet 1l;1,00;UN    ;97,42;0,34;0,00;97,42;Sucos naturais
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Rabada;20,00;UN    ;22,89;0,00;0,00;457,80;Buffet
30/01/2024;30/01/2024;RAPHAELA AQUINO DE ABREU PRADO 137221477;so pacoca ;70,00;UN    ;3,47;0,00;0,00;242,55;Doces
30/01/2024;31/01/2024;EMPRESA BRASILEIRA DE DISTRIBUICAO LTDA;Mostarda escura hemmer;4,00;UN    ;6,69;0,00;0,00;26,76;Diversos
30/01/2024;31/01/2024;EMPRESA BRASILEIRA DE DISTRIBUICAO LTDA;Mostarda amarela hemmer;6,00;UN    ;6,69;0,00;0,00;40,14;Diversos
30/01/2024;31/01/2024;TUDO LEGAL INDUSTRIA E COMERCIO LTDA; laranja coco legal;24,00;FD    ;4,32;0,00;0,00;103,68;Sucos Embalados
30/01/2024;31/01/2024;LATICINIOS ALHAMBRA LTDA;Iogurte Natural 900m;6,00;UN    ;9,70;0,00;0,00;58,20;Refrigerados
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Queijo Mussarela Pro;8,50;KG    ;19,80;0,00;0,00;168,30;Proteinas
30/01/2024;31/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Jujuba FrutasGomets ;1,00;CX    ;19,90;0,00;0,00;19,90;Balas e doces
30/01/2024;31/01/2024;R2 INDUSTRIA E COMERCIO DE LATICINIOS LT;Queijo prato bola;8,02;KG    ;42,90;0,00;0,00;344,02;Granel
30/01/2024;30/01/2024;IRIS COMERCIO DE PROD ALIMENTICIOS LTDA;Iogurte Neston 170g;8,00;UN    ;2,88;0,00;0,00;23,04;Laticinos
30/01/2024;30/01/2024;IRIS COMERCIO DE PROD ALIMENTICIOS LTDA;Iogurte Nat Ceno170g;14,00;UN    ;2,76;0,00;0,00;38,64;Laticinos
30/01/2024;30/01/2024;IRIS COMERCIO DE PROD ALIMENTICIOS LTDA;Iogurte Desnat 160g;4,00;UN    ;2,76;0,00;0,00;11,04;Laticinos
30/01/2024;31/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Goma Mascar Jujuba Z;3,00;CX    ;24,51;0,00;0,00;73,53;Balas e doces
30/01/2024;30/01/2024;IRIS COMERCIO DE PROD ALIMENTICIOS LTDA;Iogurte Natural 170g;14,00;UN    ;2,76;0,00;0,00;38,64;Laticinos
30/01/2024;30/01/2024;IRIS COMERCIO DE PROD ALIMENTICIOS LTDA;Iogurte Nat Mel 170g;14,00;UN    ;2,76;0,00;0,00;38,64;Laticinos
30/01/2024;31/01/2024;QUEIJOS REGGALO COMERCIO DE ALIM. LTDA;Queijo tipo grana frac;2,19;KG    ;124,58;0,00;0,00;272,83;Embalados
30/01/2024;31/01/2024;Best Draft LTDA;Cerv Classic Ipa 500;6,00;UN    ;19,90;0,00;0,00;119,40;Cervejas
30/01/2024;31/01/2024;Best Draft LTDA;Cerv India White Ale;6,00;UN    ;18,90;0,00;0,00;113,40;Cervejas
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Carne Moida;20,00;CX    ;25,50;0,00;0,00;510,00;Proteinas
30/01/2024;31/01/2024;IGUARIAS ARTESANAIS INDUSTRIA E COMERCIO;pate de figado com p;20,00;UN    ;14,58;0,00;0,00;291,60;Embalados
30/01/2024;31/01/2024;CIPAR COMERCIO E INDUSTRIA DE EMBALAGENS;Saco P Talher;12,00;CX    ;66,15;0,00;0,00;793,80;Embalagens
30/01/2024;31/01/2024;NOSSOS SABORES;Pao de queijo yuca;1,00;CX    ;171,20;0,00;0,00;171,20;Congelados
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Coca Cola Lata;30,00;FD    ;17,70;0,00;0,00;531,00;Refrigerantes
30/01/2024;30/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Mostarda sache;1,00;CX    ;19,98;0,00;0,00;19,98;Secos
30/01/2024;30/01/2024;CHATEAU DU LAIT;manteiga c/sal blc;5,00;UN    ;33,48;0,00;0,00;167,40;Refrigerados
30/01/2024;01/02/2024;LATICINIOS MADRE DE DEUS DE MINAS LTDA;Q MINAS PAD MADRE DE;4,20;KG    ;50,70;0,00;0,00;212,94;Embalados
30/01/2024;01/02/2024;LATICINIOS MADRE DE DEUS DE MINAS LTDA;Q MINAS FRES MADRE D;7,50;KG    ;41,80;0,00;0,00;313,50;Embalados
30/01/2024;31/01/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Suco green P laranja;2,00;UN    ;25,54;0,18;0,00;51,07;Sucos Embalados
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);acucar demerara unia;4,00;UN    ;6,39;0,00;0,00;25,56;Diversos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Requeijao elege trad;1,00;CX    ;144,43;0,00;0,00;144,43;Laticinos
30/01/2024;31/01/2024;UMEHARA ALIMENTOS LTDA;Laranja ;4,00;SC    ;55,00;0,00;0,00;220,00;Hortifruti
30/01/2024;31/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;SNICKERS;1,00;CX    ;50,35;0,00;0,00;50,35;Balas e doces
30/01/2024;31/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Choc Ao leite M&M 45;1,00;CX    ;64,50;0,00;0,00;64,50;Balas e doces
30/01/2024;31/01/2024;C.R.C DISTRIBUIDORA DE BEBIDAS E ALIMENT;Baer Mate;4,00;CX    ;33,91;0,00;0,00;135,63;Aguas e Chas
30/01/2024;31/01/2024;C.R.C DISTRIBUIDORA DE BEBIDAS E ALIMENT;Baer Mate;6,00;CX    ;28,34;0,00;0,00;170,01;Aguas e Chas
30/01/2024;30/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Geleia Damasco;2,00;UN    ;36,45;0,00;0,00;72,90;Secos
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Melancia ;1,00;KG    ;29,00;0,00;0,00;29,00;Hortifruti
30/01/2024;31/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Maionese producao;3,00;UN    ;31,90;0,00;0,00;95,70;Secos
30/01/2024;30/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Catchup sache;2,00;CX    ;19,98;0,00;0,00;39,96;Secos
30/01/2024;31/01/2024;UMEHARA ALIMENTOS LTDA;Mamao Formosa;1,00;UN    ;7,50;0,00;0,00;7,50;Hortifruti
30/01/2024;31/01/2024;UMEHARA ALIMENTOS LTDA;Abobora sergipana;15,00;KG    ;7,50;0,00;0,00;112,50;Hortifruti
30/01/2024;31/01/2024;UMEHARA ALIMENTOS LTDA;Limao taiti;3,00;SC    ;2,60;0,00;0,00;7,80;Hortifruti
30/01/2024;31/01/2024;UMEHARA ALIMENTOS LTDA;Morango;5,00;CX    ;35,00;0,00;0,00;175,00;Hortifruti
30/01/2024;31/01/2024;UMEHARA ALIMENTOS LTDA;Tomate salada;6,00;KG    ;6,50;0,00;0,00;39,00;Hortifruti
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Abacaxi;3,00;UN    ;10,00;0,00;0,00;30,00;Hortifruti
30/01/2024;31/01/2024;UMEHARA ALIMENTOS LTDA;Tomate cereja;6,00;BJ    ;4,50;0,00;0,00;27,00;Hortifruti
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Pepino japones;2,00;KG    ;4,99;0,00;0,00;9,98;Hortifruti
30/01/2024;31/01/2024;UMEHARA ALIMENTOS LTDA;Cebola roxa;2,00;KG    ;7,90;0,00;0,00;15,80;Hortifruti
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Beterraba;3,00;KG    ;3,50;0,00;0,00;10,50;Hortifruti
30/01/2024;31/01/2024;UMEHARA ALIMENTOS LTDA;Cenoura;2,00;KG    ;7,50;0,00;0,00;15,00;Hortifruti
30/01/2024;31/01/2024;UMEHARA ALIMENTOS LTDA;Cenoura;3,00;KG    ;7,50;0,00;0,00;22,50;Hortifruti
30/01/2024;31/01/2024;UMEHARA ALIMENTOS LTDA;Cenoura;5,00;KG    ;7,50;0,00;0,00;37,50;Hortifruti
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Mandioca;8,00;KG    ;3,99;0,00;0,00;31,92;Hortifruti
30/01/2024;31/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Mandioca;4,00;KG    ;33,90;0,00;0,00;135,60;Hortifruti
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Berinjela;2,00;KG    ;5,50;0,00;0,00;11,00;Hortifruti
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Berinjela;8,00;KG    ;5,50;0,00;0,00;44,00;Hortifruti
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Berinjela;10,00;KG    ;5,50;0,00;0,00;55,00;Hortifruti
30/01/2024;31/01/2024;UMEHARA ALIMENTOS LTDA;Batata calabresa;10,00;KG    ;6,50;0,00;0,00;65,00;Hortifruti
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Batata baroa;8,00;KG    ;11,00;0,00;0,00;88,00;Hortifruti
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Batata inglesa;10,00;KG    ;7,90;0,00;0,00;79,00;Hortifruti
30/01/2024;31/01/2024;UMEHARA ALIMENTOS LTDA;Ovo Branco Extra;1,00;CX    ;165,00;0,00;0,00;165,00;Hortifruti
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Maracuja;1,00;KG    ;16,00;0,00;0,00;16,00;Hortifruti
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Maracuja;3,00;KG    ;16,00;0,00;0,00;48,00;Hortifruti
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Feijao vermelho;5,00;UN    ;5,94;0,00;0,00;29,69;Secos
30/01/2024;30/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Vinho Chalise Tinto Culinario;1,00;UN    ;64,90;0,00;0,00;64,90;Secos
30/01/2024;31/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Champgnom fatiado;1,00;KG    ;25,90;0,00;0,00;25,90;Secos
30/01/2024;30/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Leite de coco;12,00;UN    ;19,90;0,00;0,00;238,80;Secos
30/01/2024;30/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Mel silvestre;8,00;UN    ;24,99;0,00;0,00;199,92;Secos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Milho lata;2,00;UN    ;86,16;0,00;0,00;172,32;Secos
30/01/2024;31/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Mostarda Amarela Pro;1,00;UN    ;23,60;0,00;0,00;23,60;Secos
30/01/2024;30/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Catchup Producao;1,00;BB    ;21,95;0,00;0,00;21,95;Secos
30/01/2024;30/01/2024;CHATEAU DU LAIT;Creme de leite;24,00;UN    ;35,71;0,00;0,00;857,04;Secos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Acem;10,00;KG    ;17,90;0,00;0,00;179,00;Refrigerados
30/01/2024;31/01/2024;KR SOLUCOES PAPELARIA, COMERCIO E REPRES;Bobina termica;6,00;CX    ;99,90;0,00;0,00;599,40;uso e consumo
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Feijao mulatinho;7,00;KG    ;5,94;0,00;0,00;41,56;Secos
30/01/2024;31/01/2024;LASLIN PRODUTOS DE LIMPEZA E HIGIENE LTD;Papel toalha;4,00;CX    ;169,80;0,00;0,00;679,20;Descartaveis
30/01/2024;31/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Acucar mascavo sache;1,00;CX    ;29,50;0,00;0,00;29,50;uso e consumo
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Peito de frango;7,00;KG    ;166,80;0,00;0,00;1.167,60;Proteinas
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Goiabada bloco;1,00;UN    ;65,56;0,00;0,00;65,56;Secos
30/01/2024;30/01/2024;SUPER VINHOS DISTRIBUIDORA S.A.;Doce de leite Itambe;8,00;PC    ;63,50;0,00;0,00;508,00;Secos
30/01/2024;31/01/2024;LATICINIO BOM MINEIRO LTDA;Manteiga sem sal blc;25,00;CX    ;29,90;0,00;0,00;747,50;Refrigerados
30/01/2024;31/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Suco de maracuja pro;12,00;UN    ;6,76;0,00;0,00;81,12;Secos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Frango inteiro;15,00;KG    ;12,69;0,00;0,00;190,35;Proteinas
30/01/2024;30/01/2024;CHATEAU DU LAIT;Manteiga sem sal blc;10,00;CX    ;33,48;0,00;0,00;334,80;Refrigerados
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Leite em po;10,00;UN    ;10,38;0,00;0,00;103,75;Secos
30/01/2024;30/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Leite condensado;6,00;BG    ;74,90;0,00;0,00;449,40;Secos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Vina bran maca;1,00;CX    ;45,00;0,00;0,00;45,00;Secos
30/01/2024;30/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Creme de cebola;1,00;KG    ;18,52;0,00;0,00;18,52;Secos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Farin mand crua;1,00;KG    ;118,74;0,00;0,00;118,74;Secos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Azeite oliva andorin;8,00;CX    ;270,00;0,00;0,00;2.160,00;Secos
30/01/2024;31/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Acucar Sachet ;2,00;CX    ;22,50;0,00;0,00;45,00;Secos
30/01/2024;31/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Acucar uniao 5g Orga;1,00;CX    ;24,90;0,00;0,00;24,90;Secos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Arroz branco;1,00;FD    ;183,00;0,00;0,00;183,00;Secos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Feijao preto;2,00;FD    ;81,90;0,00;0,00;163,80;Secos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Feijao branco;8,00;UN    ;6,51;0,00;0,00;52,06;Secos
30/01/2024;30/01/2024;CHATEAU DU LAIT;Queijo Minas Prod;18,15;KG    ;29,70;0,00;0,00;539,06;Granel
30/01/2024;31/01/2024;TUDO LEGAL INDUSTRIA E COMERCIO LTDA;Agua de Coco legal;84,00;UN    ;4,32;0,00;0,00;362,88;Sucos Embalados
30/01/2024;30/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;tabasco original 60m;12,00;UN    ;16,50;0,00;0,00;198,00;Azeites e molhos
30/01/2024;01/02/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;tabasco original 60m;1,00;UN    ;10,61;0,00;0,00;10,61;Azeites e molhos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);atum solido 170g;1,00;CX    ;214,55;0,00;0,00;214,55;Diversos
30/01/2024;30/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;azeite Olive 450ml;12,00;UN    ;31,90;0,00;0,00;382,80;Azeites e molhos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);toddynho 200ml;3,00;CX    ;54,52;0,00;0,00;163,56;Sucos Embalados
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Requei lgtelege 200g;1,00;UN    ;158,75;0,00;0,00;158,75;Laticinos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);manteiga itambe 200g;1,00;UN    ;223,41;0,00;0,00;223,41;Laticinos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Acucar Refinado uniao 1kg;2,00;FD    ;44,50;0,00;0,00;89,00;Diversos
30/01/2024;31/01/2024;C.R.C DISTRIBUIDORA DE BEBIDAS E ALIMENT;cerv praya  wit 600;1,00;CX    ;112,82;0,00;0,00;112,82;Cervejas
30/01/2024;31/01/2024;C.R.C DISTRIBUIDORA DE BEBIDAS E ALIMENT;cerv praya  wit 600;1,00;CX    ;143,61;0,00;0,00;143,61;Cervejas
30/01/2024;31/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;pacoquita diet 24;1,00;CX    ;23,92;0,00;0,00;23,92;Balas e doces
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Alho poro;10,00;KG    ;2,50;0,00;0,00;25,00;Hortifruti
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Alface crespa;10,00;UN    ;1,99;0,00;0,00;19,90;Hortifruti
30/01/2024;31/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Acucar mascavo;7,00;UN    ;10,90;0,00;0,00;76,30;Secos
30/01/2024;30/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Oleo soja;3,00;CX    ;129,98;0,00;0,00;389,94;Secos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Acucar Glacucar;1,00;UN    ;61,40;0,00;0,00;61,40;Secos
30/01/2024;31/01/2024;Supermercados unidos (pai da luiza);Acucar refinado;10,00;FD    ;39,50;0,00;0,00;395,00;Secos
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Abobrinha italiana;3,00;KG    ;6,50;0,00;0,00;19,50;Hortifruti
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Abobrinha italiana;8,00;KG    ;6,50;0,00;0,00;52,00;Hortifruti
30/01/2024;31/01/2024;Hortifruti Genesis Ltda;Alface americana;30,00;UN    ;2,99;0,00;0,00;89,70;Hortifruti
30/01/2024;31/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Espinafre;5,00;MC    ;27,80;0,00;0,00;139,00;Hortifruti
